PropertyGFATotal,PropertyGFABuilding(s),NumberofFloors,NumberofBuildings,YearBuilt,PrimaryPropertyType,LargestPropertyUseTypeGFA,ZipCode,Neighborhood,Latitude,Longitude,ENERGYSTARScore,log_TotalGHGEmissions,log_SiteEnergyUse_kBtu,BuildingAge,AvgFloorArea,GFATotal_per_Building,PrimaryPropertyType_grouped,log_PropertyGFATotal,log_LargestPropertyUseTypeGFA,log_AvgFloorArea
88434,88434,12.0,1.0,1927,Hotel,88434.0,98101.0,DOWNTOWN,47.6122,-122.33799,60.0,5.525373254682162,15.793246493880629,89,7369.5,88434.0,Hotel,11.390023097868895,11.390023097868895,8.905240825487333
956110,759392,41.0,1.0,1969,Hotel,756493.0,98101.0,DOWNTOWN,47.61393,-122.3381,43.0,7.64505330727737,18.100296744814614,47,23319.756097560974,956110.0,Hotel,13.770629294080045,13.536449880916702,10.057099062647271
61320,61320,10.0,1.0,1926,Hotel,61320.0,98101.0,DOWNTOWN,47.61412,-122.33664,56.0,5.660979352330892,15.731636529382916,90,6132.0,61320.0,Hotel,11.023877640745798,11.023877640745798,8.721439305625983
97288,60090,2.0,1.0,1999,Other,88830.0,98101.0,DOWNTOWN,47.61623,-122.33657,67.0,5.713105546117053,16.307609365403174,17,48644.0,97288.0,Other,11.48544120936798,11.394490967158449,10.792304307409529
83008,83008,11.0,1.0,1926,Hotel,81352.0,98101.0,DOWNTOWN,47.6139,-122.33283,27.0,5.176940380381437,15.566238983044943,90,7546.181818181818,83008.0,Hotel,11.326704314635162,11.306552989656216,8.928929503445822
102761,102761,8.0,1.0,1926,Other,102761.0,98101.0,DOWNTOWN,47.61327,-122.33136,67.0,5.404972044416576,15.6557637188467,90,12845.125,102761.0,Other,11.540170913860424,11.540170913860424,9.460797488425852
163984,163984,15.0,1.0,1904,Hotel,163984.0,98104.0,DOWNTOWN,47.60294,-122.33263,43.0,5.974216653698429,16.434643640030767,112,10932.266666666666,163984.0,Hotel,12.007530239208668,12.007530239208668,9.29956540812456
153163,133884,11.0,1.0,1969,Hotel,133884.0,98101.0,DOWNTOWN,47.60695,-122.33414,30.0,6.539961607594982,16.589139051954007,47,13923.90909090909,153163.0,Hotel,11.9392645217297,11.804736501505687,9.541434536293679
333176,272015,25.0,1.0,1998,Hotel,336640.0,98101.0,DOWNTOWN,47.60713,-122.33323,36.0,6.609308811083168,17.109163967888286,18,13327.04,333176.0,Hotel,12.716429159281265,12.726772359619336,9.4976253656026
65009,65009,9.0,1.0,1928,Hotel,65009.0,98104.0,DOWNTOWN,47.60699,-122.33346,48.0,5.796756594662978,15.70198283163382,88,7223.222222222223,65009.0,Hotel,11.082296383198514,11.082296383198514,8.885194856282359
104352,104352,10.0,1.0,1916,Hotel,104352.0,98104.0,DOWNTOWN,47.60376,-122.33194,39.0,5.858847022493143,16.13343824905496,100,10435.2,104352.0,Hotel,11.555534661493144,11.555534661493144,9.2530358105038
540360,540360,10.0,1.0,1916,Other,537150.0,98104.0,DOWNTOWN,47.60265,-122.33051,76.0,7.143846644402559,17.621827854829043,100,54036.0,540360.0,Other,13.199992713700011,13.194034525770327,10.897424276099398
385274,385274,19.0,1.0,1985,Other,385274.0,98104.0,DOWNTOWN,47.60378,-122.32842,67.0,7.43864820089824,17.683786733207448,31,20277.57894736842,385274.0,Other,12.861712644003578,12.861712644003578,9.917320383621211
126593,126593,7.0,1.0,1928,University,125000.0,98121.0,DOWNTOWN,47.61816,-122.33629,67.0,5.963682166095531,16.24417193569497,88,18084.714285714286,126593.0,University,11.748740394204184,11.736077016252437,9.8028776396369
67224,67224,2.0,1.0,1930,Other,67224.0,98101.0,DOWNTOWN,47.615,-122.33081,67.0,2.315501318260592,14.08571907185736,86,33612.0,67224.0,Other,11.115800481137065,11.115800481137065,10.422668175884853
171866,133585,10.0,1.0,2001,Hotel,128909.0,98101.0,DOWNTOWN,47.61784,-122.32966,57.0,5.797970813310776,16.219018866344626,15,17186.6,171866.0,Hotel,12.054476200865155,11.76686976543715,9.751943472573819
68410,52210,5.0,1.0,1978,Hotel,47994.0,98121.0,DOWNTOWN,47.61558,-122.34186,57.0,4.863217453310182,15.309922617717223,38,13682.0,68410.0,Hotel,11.13328890939415,10.778852117797637,9.52390946537981
81871,81871,4.0,1.0,1994,Hotel,81871.0,98105.0,NORTHEAST,47.66583,-122.29965,29.0,5.375278407684165,15.71291592712419,22,20467.75,81871.0,Hotel,11.312912331044872,11.312912331044872,9.926654611817662
110356,110356,2.0,1.0,1955,Self-Storage Facility,26225.0,98105.0,NORTHEAST,47.66172,-122.29598,67.0,1.5953389880545987,12.670956354385986,61,55178.0,110356.0,Self-Storage Facility,11.611475844199505,10.17450656409137,10.918337725098906
175015,175015,3.0,1.0,1954,K-12 School,175015.0,98103.0,NORTHWEST,47.68891,-122.33553,95.0,5.516850305304563,15.760669210431033,62,58338.333333333336,175015.0,K-12 School,12.072632677297742,12.072632677297742,10.974031816090966
332210,126240,24.0,1.0,1969,Hotel,348630.0,98101.0,DOWNTOWN,47.60946,-122.33337,67.0,5.691473698188603,16.598247301911137,47,13842.083333333334,332210.0,Hotel,12.713525588195903,12.761769335251394,9.535540988559331
150453,115718,7.0,1.0,2000,Hotel,107547.0,98109.0,LAKE UNION,47.62001,-122.34274,84.0,5.30305612089521,15.71988238456916,16,21493.285714285714,150453.0,Hotel,11.921412668610715,11.585692538521108,9.975542398058899
116300,88100,6.0,1.0,1997,Hotel,88490.0,98109.0,LAKE UNION,47.62025,-122.34314,80.0,5.096139981042732,15.578115209171504,19,19383.333333333332,116300.0,Hotel,11.663936936922068,11.390656130909488,9.872220458661618
155602,118858,6.0,1.0,1998,Hotel,155602.0,98119.0,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951,81.0,5.035392945221982,15.737845116755992,18,25933.666666666668,155602.0,Hotel,11.955063170746223,11.955063170746223,10.163335834058474
56072,56072,3.0,1.0,1911,K-12 School,56072.0,98136.0,EAST,47.63442,-122.30793,76.0,4.992742841254668,14.989474182393874,105,18690.666666666668,56072.0,K-12 School,10.934409692234288,10.934409692234288,9.8358330707203
54984,54984,2.0,1.0,1962,Small- and Mid-Sized Office,54984.0,98122.0,CENTRAL,47.60823,-122.30956,71.0,4.488411625377895,15.031968695130814,54,27492.0,54984.0,Small- and Mid-Sized Office,10.914815699745034,10.914815699745034,10.221686705797925
93397,93397,2.0,1.0,1970,Senior Care Community,93397.0,98133.0,NORTHWEST,47.72426,-122.35599,1.0,6.413622878157807,16.61294822203779,46,46698.5,93397.0,Other,11.444625210711436,11.444625210711436,10.751488736961557
179014,179014,3.0,1.0,1965,Medical Office,179014.0,98122.0,EAST,47.61244,-122.3214,48.0,6.068055149269695,16.630982508920763,51,59671.333333333336,179014.0,Medical Office,12.095224880194644,12.095224880194644,10.996623763712261
76631,76631,7.0,1.0,1908,Hotel,76631.0,98104.0,EAST,47.60898,-122.32693,71.0,5.575001684790276,15.797719504432823,108,10947.285714285714,76631.0,Hotel,11.246770023062728,11.246770023062728,9.300938167215518
58320,58320,2.0,1.0,1929,Retail Store,72072.0,98109.0,LAKE UNION,47.62237,-122.33805,96.0,3.690378330237672,13.864062241318464,87,29160.0,58320.0,Retail Store,10.973717513311941,11.185434773248893,10.280587479087396
389000,389000,1.0,1.0,1962,Other,368000.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,67.0,6.410848996804957,16.979253262582553,54,389000.0,389000.0,Other,12.871337193291367,12.81584093453868,12.871337193291367
91213,91213,1.0,1.0,1962,Other,65000.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,67.0,5.844123959209273,15.912442804053937,54,91213.0,91213.0,Other,11.420963673053087,11.082157933374816,11.420963673053087
396085,396085,5.0,1.0,1938,Other,278500.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,67.0,6.691090693765636,16.857889127815785,78,79217.0,396085.0,Other,12.889386638375425,12.537176929007302,11.279958824707256
52000,52000,2.0,1.0,1962,Other,52000.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,67.0,4.6330771392411,14.818481612035468,54,26000.0,52000.0,Other,10.859018228147887,10.859018228147887,10.165890277802454
60696,60696,1.0,1.0,1928,Other,108000.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,67.0,1.9615022438151493,13.683057797692378,88,60696.0,60696.0,Other,11.013649552432474,11.58989576532275,11.013649552432474
262048,262048,2.0,1.0,1928,Other,296000.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,67.0,6.197929785369379,16.84676676808224,88,131024.0,262048.0,Other,12.476286788157395,12.598118111678868,11.783143423670367
67743,67743,3.0,1.0,1923,K-12 School,67743.0,98112.0,EAST,47.62548,-122.30828,34.0,4.380149874661021,14.788892145840842,93,22581.0,67743.0,K-12 School,11.123491173934593,11.123491173934593,10.024908407740467
194104,194104,6.0,1.0,1908,K-12 School,194104.0,98112.0,EAST,47.62644,-122.30429,100.0,5.498110404253996,15.643255142851356,108,32350.666666666668,194104.0,K-12 School,12.176154528742888,12.176154528742888,10.384420818437082
56521,56521,4.0,1.0,1941,Other,49000.0,98115.0,NORTHEAST,47.67524,-122.31534,67.0,3.8137484361598055,15.665166696232612,75,14130.25,56521.0,Other,10.94238522187658,10.799595985047786,9.55614393602628
69138,69138,3.0,1.0,2002,Hotel,70609.0,98133.0,NORTHWEST,47.72551,-122.3423,78.0,4.500031867864786,14.991842550528414,14,23046.0,69138.0,Hotel,11.14387424996344,11.164927056510393,10.045290888110491
284100,284100,6.0,1.0,1998,Other,189750.0,98111.0,DOWNTOWN,47.60804,-122.3367,67.0,6.064064239522326,16.499370725162287,18,47350.0,284100.0,Other,12.557085087723449,12.153467965336215,10.765343217715396
72820,59000,4.0,1.0,1910,Other,58000.0,98104.0,DOWNTOWN,47.59809,-122.32283,67.0,3.8556642717587617,14.51387193345191,106,18205.0,72820.0,Other,11.195759654126208,10.968215530759236,9.809506489065233
63330,63330,3.0,1.0,1915,University,64820.0,98122.0,EAST,47.61495,-122.32177,67.0,4.321878461837604,14.933846712657042,101,21110.0,63330.0,University,11.056130219690564,11.07938490391378,9.957549510634658
52611,52611,2.0,1.0,1980,University,52611.0,98119.0,MAGNOLIA / QUEEN ANNE,47.65147,-122.36122,67.0,4.656433479925633,15.230604331120192,36,26305.5,52611.0,University,10.87069950958867,10.87069950958867,10.177571335918723
139600,102100,4.0,1.0,2001,Residence Hall,135520.0,98119.0,MAGNOLIA / QUEEN ANNE,47.65068,-122.36331,89.0,4.87052995943538,15.308096288862831,15,34900.0,139600.0,Residence Hall,11.846543632608535,11.816881888843309,10.460270761075149
299070,230638,11.0,1.0,2004,Other,250000.0,98101.0,DOWNTOWN,47.61598,-122.33448,67.0,7.628916379747266,17.99506875860081,12,27188.18181818182,299070.0,Other,12.608436282378069,12.429220196836383,10.210574445896892
54224,54224,3.0,1.0,1964,Other,47012.0,98125.0,NORTH,47.7066,-122.321,67.0,5.4490192489615294,15.79860349336159,52,18074.666666666668,54224.0,Other,10.900897335695076,10.758179438191325,9.802321929703176
124342,124342,4.0,1.0,1965,Retail Store,122000.0,98125.0,NORTH,47.70619,-122.32586,76.0,4.209160236650682,15.986388764338583,51,31085.5,124342.0,Retail Store,11.7307991549249,11.711784520403112,10.34452892032448
879000,879000,10.0,6.0,1953,Hospital,879000.0,98105.0,NORTHEAST,47.66231,-122.28146,10.0,9.005346121182038,19.352185020745686,63,87900.0,146500.0,Other,13.686541314323094,13.686541314323094,11.383966460172834
84870,84870,5.0,1.0,1910,Self-Storage Facility,85521.0,98122.0,EAST,47.61233,-122.3171,67.0,3.9533568689211234,14.138746382082337,106,16974.0,84870.0,Self-Storage Facility,11.34888773562083,11.356528931767846,9.739496952426897
114297,114297,4.0,1.0,1904,Warehouse,114297.0,98108.0,GREATER DUWAMISH,47.55152,-122.31869,61.0,4.254761283628006,14.55749492539759,112,28574.25,114297.0,Warehouse,11.646564351817041,11.646564351817041,10.260296237531128
234144,234144,1.0,1.0,1937,Warehouse,234144.0,98134.0,GREATER DUWAMISH,47.55901,-122.33328,87.0,5.698535399469211,15.72421093057707,79,234144.0,234144.0,Warehouse,12.363695860550678,12.363695860550678,12.363695860550678
64984,64984,1.0,1.0,1966,Retail Store,65425.0,98126.0,DELRIDGE,47.52254,-122.36627,72.0,3.604954219176175,14.895380721804624,50,64984.0,64984.0,Retail Store,11.081911753015689,11.088675011958648,11.081911753015689
67745,67745,1.0,1.0,1965,Retail Store,67782.0,98126.0,DELRIDGE,47.52254,-122.36627,37.0,5.913881312449602,16.037993874873614,51,67745.0,67745.0,Retail Store,11.123520696408578,11.124066705025466,11.123520696408578
56000,56000,3.0,1.0,1973,Other,56000.0,98117.0,BALLARD,47.67767,-122.39631,67.0,4.099995233730915,14.431377856563758,43,18666.666666666668,56000.0,Other,10.933124826700707,10.933124826700707,9.83454825104285
52088,52088,2.0,1.0,1969,Self-Storage Facility,52088.0,98126.0,SOUTHWEST,47.54508,-122.37737,67.0,3.911822985425479,14.13579570193114,47,26044.0,52088.0,Self-Storage Facility,10.860709073012247,10.860709073012247,10.167581090179292
50000,50000,1.0,1.0,1900,Other,43000.0,98109.0,LAKE UNION,47.62759,-122.33661,67.0,5.423583445380434,15.83690022796602,116,50000.0,50000.0,Other,10.819798284210286,10.668978650219241,10.819798284210286
207656,153315,7.0,1.0,1998,Hotel,141591.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62782,-122.34045,76.0,5.826471972435803,16.22892022144235,18,29665.14285714286,207656.0,Hotel,12.243642959061383,11.86070496147059,10.297761703389487
64893,64893,4.0,1.0,1968,Hotel,64893.0,98133.0,NORTHWEST,47.70916,-122.33216,70.0,5.343577497952901,15.63970914336364,48,16223.25,64893.0,Hotel,11.080510448495465,11.080510448495465,9.694262315542405
1172127,1172127,3.0,1.0,1999,Other,1172127.0,98134.0,GREATER DUWAMISH,47.59085,-122.33354,67.0,7.128936906982807,17.88899411800904,17,390709.0,1172127.0,Other,13.974331458172633,13.974331458172633,12.875720875801356
79600,79600,4.0,1.0,1916,Warehouse,79600.0,98134.0,GREATER DUWAMISH,47.57507,-122.35747,34.0,2.87976009730157,14.695719397429222,100,19900.0,79600.0,Warehouse,11.284781934567633,11.284781934567633,9.898525260706313
55653,55653,2.0,1.0,1928,K-12 School,55500.0,98105.0,NORTHEAST,47.66568,-122.31368,98.0,4.302442155331039,14.135873737652302,88,27826.5,55653.0,K-12 School,10.926909231928333,10.92415631759022,10.23378001936738
106860,106860,16.0,1.0,1931,Hotel,106860.0,98105.0,NORTHEAST,47.66151,-122.31457,49.0,6.153944725854957,16.295046142705484,85,6678.75,106860.0,Hotel,11.579284203506532,11.579284203506532,8.806835840680652
56772,56772,2.0,1.0,1952,Worship Facility,56772.0,98105.0,NORTHEAST,47.66182,-122.31113,46.0,4.449334754429963,14.707297816860034,64,28386.0,56772.0,Worship Facility,10.946816139580935,10.946816139580935,10.253686572872523
103000,103000,3.0,1.0,1952,Worship Facility,103000.0,98105.0,NORTHEAST,47.6626,-122.31164,42.0,5.016816153171337,15.3954023510764,64,34333.333333333336,103000.0,Worship Facility,11.542493975902508,11.542493975902508,10.443901104333095
230880,230880,15.0,1.0,1955,Other,203000.0,98101.0,DOWNTOWN,47.60699,-122.33481,67.0,6.074426067822329,17.94582017082735,61,15392.0,230880.0,Other,12.34965770525265,12.220966184120165,9.641668139610074
76086,76086,1.0,1.0,1973,Other,77810.0,98119.0,MAGNOLIA / QUEEN ANNE,47.63965,-122.3783,67.0,4.628984364087346,14.999555617167122,43,76086.0,76086.0,Other,11.239632701398955,11.262038088346925,11.239632701398955
122309,122309,4.0,1.0,1961,Hotel,122309.0,98121.0,DOWNTOWN,47.6124,-122.35075,8.0,6.96708965702724,17.0523713199146,55,30577.25,122309.0,Hotel,11.714314084481408,11.714314084481408,10.328044250899813
254273,215473,8.0,1.0,2003,Hotel,277000.0,98121.0,DOWNTOWN,47.61069,-122.34653,29.0,6.6616501160305805,17.098646552733936,13,31784.125,254273.0,Hotel,12.446167704736089,12.531776395271262,10.36675369203542
69400,69400,2.0,1.0,1980,Other,69400.0,98101.0,DOWNTOWN,47.60729,-122.34211,67.0,5.712940412440966,16.512397143814713,36,34700.0,69400.0,Other,11.147656555612986,11.147656555612986,10.454523783963511
100734,74003,3.0,1.0,1968,Large Office,100734.0,98121.0,DOWNTOWN,47.61757,-122.35122,20.0,4.237578730308009,16.096741055983074,48,33578.0,100734.0,Large Office,11.520248585350009,11.520248585350009,10.421656150557377
388934,388934,15.0,1.0,1922,Large Office,388934.0,98104.0,DOWNTOWN,47.6036,-122.33288,89.0,5.367050204229129,16.737429485188862,94,25928.933333333334,388934.0,Large Office,12.871167513522957,12.871167513522957,10.163153307504851
114395,106099,7.0,1.0,1909,Large Office,96582.0,98104.0,DOWNTOWN,47.60193,-122.32812,99.0,4.26507138131118,14.825860414672457,107,16342.142857142857,114395.0,Large Office,11.64742139228158,11.478158021276855,9.701563691237187
89200,89200,2.0,1.0,1978,Retail Store,89200.0,98105.0,NORTHEAST,47.66024,-122.31278,83.0,4.50501830403765,15.681439830767784,38,44600.0,89200.0,Retail Store,11.398647529267592,11.398647529267592,10.70551155928146
474546,474546,23.0,1.0,1971,Large Office,474546.0,98195.0,NORTHEAST,47.66072,-122.31466,77.0,5.29501190953931,17.16367407869984,45,20632.434782608696,474546.0,Large Office,13.070115943760129,13.070115943760129,9.934668086758663
36000,36000,5.0,1.0,1969,Other,36000.0,98185.0,NORTHEAST,47.6606,-122.31512,96.0,5.3490580082512205,17.21799015057585,47,7200.0,36000.0,Other,10.491301994830229,10.491301994830229,8.881975184248867
99005,99005,5.0,1.0,1961,Small- and Mid-Sized Office,79555.0,98105.0,NORTHEAST,47.661,-122.31626,70.0,4.787741711537254,15.369116364857888,55,19801.0,99005.0,Small- and Mid-Sized Office,11.50293573334086,11.284216455183136,9.89353822168246
93660,93660,5.0,1.0,1964,Self-Storage Facility,93660.0,98101.0,DOWNTOWN,47.61591,-122.33238,67.0,1.958685340544036,13.679946100062391,52,18732.0,93660.0,Self-Storage Facility,11.447437159597042,11.447437159597042,9.838041953461058
60880,60880,1.0,1.0,1956,Supermarket / Grocery Store,61666.0,98117.0,NORTHWEST,47.7019,-122.36374,54.0,5.953944387194059,16.47534853785584,60,60880.0,60880.0,Supermarket / Grocery Store,11.016676418156251,11.02950422078315,11.016676418156251
52311,52311,1.0,1.0,1960,Warehouse,51116.0,98133.0,NORTHWEST,47.72912,-122.34677,96.0,3.9049983904911816,13.743598653457092,56,52311.0,52311.0,Warehouse,10.864981069241113,10.841872401883348,10.864981069241113
305548,305548,21.0,1.0,1930,Hotel,310000.0,98101.0,DOWNTOWN,47.60968,-122.33379,58.0,7.321089345468996,17.33387855075215,86,14549.904761904761,305548.0,Hotel,12.629865437530928,12.644330802262578,9.58540845361514
135918,135918,10.0,1.0,1958,Large Office,144570.0,98101.0,DOWNTOWN,47.61003,-122.33452,91.0,5.2715626292392175,15.675482649919925,58,13591.8,135918.0,Large Office,11.819814399049767,11.881526015342963,9.51729551977155
332067,272787,19.0,1.0,1973,Hotel,332067.0,98101.0,DOWNTOWN,47.60996,-122.33572,6.0,7.292677485858972,17.447437391767203,43,17477.21052631579,332067.0,Hotel,12.71309504620313,12.71309504620313,9.768710271332694
137350,137350,14.0,1.0,1929,Large Office,124508.0,98101.0,DOWNTOWN,47.60902,-122.33674,89.0,5.318070973034873,15.666495317459717,87,9810.714285714286,137350.0,Large Office,11.830294972166737,11.73213328143079,9.191332286091217
151039,151039,15.0,1.0,1929,Large Office,125473.0,98101.0,DOWNTOWN,47.60923,-122.33625,84.0,5.476840050084842,15.51050670875996,87,10069.266666666666,151039.0,Large Office,11.925299981379327,11.739853844776293,9.217342466659568
63540,63540,4.0,1.0,1906,Small- and Mid-Sized Office,56747.0,98101.0,DOWNTOWN,47.60995,-122.33904,72.0,4.328493992712844,15.07353409395085,110,15885.0,63540.0,Small- and Mid-Sized Office,11.059440645817386,10.946375692431877,9.673193497193077
193500,155500,12.0,1.0,1985,Other,146689.0,98121.0,DOWNTOWN,47.61252,-122.34351,67.0,4.621535540074356,16.4853037360813,31,16125.0,193500.0,Other,12.173037959397275,11.89607679548181,9.688188155244967
206950,109550,5.0,1.0,1999,Other,206950.0,98101.0,EAST,47.61,-122.32922,67.0,5.521820853077794,16.775368317590534,17,41390.0,206950.0,Other,12.240237329250249,12.240237329250249,10.630818744876143
46710,46710,9.0,1.0,1988,Other,46710.0,98101.0,EAST,47.61048,-122.32837,67.0,4.880450675722129,15.243290493386649,28,5190.0,46710.0,Other,10.75173496195892,10.75173496195892,8.55468163582723
109017,79608,5.0,1.0,1979,Hotel,109017.0,98109.0,LAKE UNION,47.62036,-122.34588,34.0,5.49986949161877,16.064140501185577,37,21803.4,109017.0,Hotel,11.599268285192245,11.599268285192245,9.98986706327365
123061,123061,1.0,1.0,2001,Warehouse,123061.0,98104.0,GREATER DUWAMISH,47.56064,-122.32522,59.0,2.698673039289613,14.502607283883613,15,123061.0,123061.0,Warehouse,11.720443572397098,11.720443572397098,11.720443572397098
106000,106000,1.0,1.0,1963,Warehouse,106001.0,98108.0,GREATER DUWAMISH,47.5471,-122.32406,93.0,1.843719208158766,13.54549222571245,53,106000.0,106000.0,Warehouse,11.571203807011969,11.571213240840736,11.571203807011969
119661,119661,1.0,1.0,1960,Distribution Center,118733.0,98108.0,GREATER DUWAMISH,47.53764,-122.3232,97.0,1.8625285401162623,13.561560042184286,56,119661.0,119661.0,Distribution Center,11.69242638082741,11.684640975976958,11.69242638082741
139200,94472,7.0,1.0,2001,Large Office,82098.0,98109.0,LAKE UNION,47.62958,-122.32826,81.0,3.44265917146975,15.283983344488115,15,19885.714285714286,139200.0,Large Office,11.843674210764698,11.315681115098373,9.897807163919099
103697,56041,3.0,1.0,2001,Large Office,63199.0,98103.0,LAKE UNION,47.64776,-122.33924,7.0,5.92937635479456,16.242067231342354,15,34565.666666666664,103697.0,Large Office,11.549238107628549,11.054059580134949,10.450645105549508
55593,55593,3.0,1.0,1960,Small- and Mid-Sized Office,55593.0,98101.0,DELRIDGE,47.5671,-122.36416,55.0,4.545738602218665,15.256499877496774,56,18531.0,55593.0,Small- and Mid-Sized Office,10.92583056074651,10.92583056074651,9.827254246536539
158415,158415,1.0,1.0,2005,Retail Store,158415.0,98199.0,GREATER DUWAMISH,47.5653,-122.33076,25.0,6.1213737625622064,16.92432224468812,11,158415.0,158415.0,Retail Store,11.972979763362297,11.972979763362297,11.972979763362297
158738,158738,8.0,1.0,1975,Other,158738.0,98101.0,EAST,47.60953,-122.32793,67.0,7.146669812008544,17.938805015398806,41,19842.25,158738.0,Other,11.9750166230156,11.9750166230156,9.895619177907262
241159,129366,4.0,1.0,2003,Laboratory,176171.0,98109.0,LAKE UNION,47.62254,-122.33753,67.0,6.746212343635318,17.333420090979732,13,60289.75,241159.0,Other,12.393215892603342,12.07921606952746,11.00693397128002
127800,127800,5.0,1.0,1914,Warehouse,127800.0,98109.0,LAKE UNION,47.62572,-122.33389,56.0,3.4187098067467865,14.833452052865177,102,25560.0,127800.0,Warehouse,11.758229645621093,11.758229645621093,10.148823031356836
102235,102235,4.0,1.0,1963,Laboratory,103135.0,98109.0,LAKE UNION,47.62405,-122.34036,67.0,6.376999019727268,17.009898138357517,53,25558.75,102235.0,Other,11.53503914521534,11.543803784615164,10.148774127535969
191276,95995,4.0,1.0,1994,Medical Office,95995.0,98105.0,NORTHEAST,47.65884,-122.3183,21.0,4.369321262176328,15.94646023345202,22,47819.0,191276.0,Medical Office,12.16147791819491,11.472061802915228,10.775199241012317
98475,98475,4.0,1.0,1997,Warehouse,98475.0,98126.0,SOUTHWEST,47.56885,-122.37121,83.0,3.154443964708812,13.902144686721403,19,24618.75,98475.0,Warehouse,11.497568142649186,11.497568142649186,10.111304245340829
351530,201075,7.0,1.0,2000,Hospital,215602.0,98109.0,LAKE UNION,47.62667,-122.32965,23.0,6.9408321573749285,17.56993486263394,16,50218.57142857143,351530.0,Other,12.770053179800657,12.281194032576943,10.82416009879566
63225,63225,1.0,1.0,2008,Supermarket / Grocery Store,63225.0,98134.0,GREATER DUWAMISH,47.56895,-122.33775,100.0,3.838806943096887,15.69077634502157,8,63225.0,63225.0,Supermarket / Grocery Store,11.054470887941358,11.054470887941358,11.054470887941358
243044,243044,1.0,1.0,1999,Warehouse,325424.0,98134.0,GREATER DUWAMISH,47.56419,-122.34262,100.0,3.756538102587751,14.149181195196864,17,243044.0,243044.0,Warehouse,12.401001890363212,12.69288729933466,12.401001890363212
131387,131387,1.0,1.0,1997,Retail Store,107931.0,98133.0,NORTHWEST,47.72053,-122.34739,72.0,4.713665782141391,15.987196106267437,19,131387.0,131387.0,Retail Store,11.785910056661425,11.589256678176751,11.785910056661425
94400,94400,3.0,1.0,1999,Warehouse,67155.0,98133.0,NORTHWEST,47.72377,-122.34095,38.0,2.419478844465545,13.572630389675156,17,31466.666666666668,94400.0,Warehouse,11.455306945297822,11.114773550156288,10.356715842621536
144776,144776,1.0,1.0,1984,Supermarket / Grocery Store,144776.0,98133.0,NORTHWEST,47.72803,-122.34214,56.0,5.473907988002699,16.412560667146934,32,144776.0,144776.0,Supermarket / Grocery Store,11.882949906538373,11.882949906538373,11.882949906538373
124071,95426,3.0,1.0,1988,Large Office,96504.0,98103.0,LAKE UNION,47.65086,-122.35412,73.0,3.580737295494233,15.423219276203469,28,41357.0,124071.0,Large Office,11.72861732123929,11.477350099456308,10.630021152113708
90000,53472,4.0,1.0,2000,Small- and Mid-Sized Office,90000.0,98103.0,LAKE UNION,47.64963,-122.35158,84.0,3.338257581888281,15.175907199393835,16,22500.0,90000.0,Small- and Mid-Sized Office,11.407576060361786,11.407576060361786,10.021315031649332
50200,50200,1.0,1.0,1966,Retail Store,50200.0,98108.0,GREATER DUWAMISH,47.55032,-122.32614,67.0,3.503152104185149,13.861880653270768,50,50200.0,50200.0,Retail Store,10.823790225800138,10.823790225800138,10.823790225800138
63240,63240,2.0,1.0,1941,Warehouse,63240.0,98107.0,BALLARD,47.66724,-122.38553,100.0,2.21375387928743,12.335203069144178,75,31620.0,63240.0,Warehouse,11.054708103975111,11.054708103975111,10.361576735816833
106041,106041,4.0,1.0,1997,Warehouse,106041.0,98119.0,MAGNOLIA / QUEEN ANNE,47.65567,-122.37478,94.0,3.2801590532850997,13.932354486130556,19,26510.25,106041.0,Warehouse,11.571590521032341,11.571590521032341,10.185324450189556
94470,94470,3.0,1.0,1956,Self-Storage Facility,94470.0,98119.0,MAGNOLIA / QUEEN ANNE,47.63634,-122.3754,67.0,3.5316406776874447,13.816308114831225,60,31490.0,94470.0,Self-Storage Facility,11.456048188078173,11.456048188078173,10.357457069703907
22780,22780,1.0,1.0,1966,Warehouse,22780.0,98108.0,GREATER DUWAMISH,47.54769,-122.3251,33.0,1.33500106673234,12.90433748973192,50,22780.0,22780.0,Warehouse,10.033682134193954,10.033682134193954,10.033682134193954
57540,57540,1.0,1.0,1969,Distribution Center,57540.0,98108.0,GREATER DUWAMISH,47.54621,-122.33486,26.0,4.35259782398307,14.76434127500298,47,57540.0,57540.0,Distribution Center,10.960253016168982,10.960253016168982,10.960253016168982
85400,85400,1.0,1.0,1966,Warehouse,85400.0,98108.0,GREATER DUWAMISH,47.54853,-122.32814,49.0,2.4612967841488667,14.245342534557048,50,85400.0,85400.0,Warehouse,11.355113089309977,11.355113089309977,11.355113089309977
55700,55700,1.0,1.0,1966,Warehouse,55700.0,98108.0,GREATER DUWAMISH,47.54912,-122.32819,63.0,1.5303947050936475,13.161213048268394,50,55700.0,55700.0,Warehouse,10.92775337907558,10.92775337907558,10.92775337907558
